相,xiāng,相,3,mutually; toward; to evaluate (by seeing for oneself)
短,duǎn,短,3,short (length)
矮,ǎi,矮,3,short (height)
碗,wǎn,碗,3,bowl
禮,lǐ,礼,3,"etiquette; ritual, ceremony"
秋,qiū,秋,3,autumn
種,zhòng,种,3,to plant
種,zhǒng,种,3,"seed; kind, type"
空,kòng,空,3,"vacant; to vacate, to leave unoccupied"
空,kōng,空,3,empty; sky
突,tū,突,3,sudden
答,dá,答,3,answer; to answer
筷,kuài,筷,3,chopsticks
算,suàn,算,3,"count, calculate"
箱,xiāng,箱,3,box
節,jié,节,3,"festival, section"
簡,jiǎn,简,3,simple
糕,gāo,糕,3,cake
級,jí,级,3,level
終,zhōng,终,3,end; to end
結,jié,结,3,"to tie, to knot"
綠,lǜ,绿,3,<color> green
網,wǎng,网,3,net; network
練,liàn,练,3,to practice; to train
總,zǒng,总,3,"overall, total; always"
績,jì,绩,3,achievement; merit
罔,wǎng,网,3,to deceive; to trick
者,zhě,者,3,person; one who
而,ér,而,3,[structural p.] and; but
耳,ěr,耳,3,ear
聊,liáo,聊,3,to chat
聞,wén,闻,3,to hear; to listen
聰,cōng,聪,3,intelligent; bright
聲,shēng,声,3,voice; sound
育,yù,育,3,to nurture; to educate
胖,pàng,胖,3,fat
腳,jiǎo,脚,3,foot
腿,tuǐ,腿,3,leg
臉,liǎn,脸,3,face
自,zì,自,3,self; since
舊,jiù,旧,3,old (used)
舒,shū,舒,3,to stretch; to relax
般,bān,般,3,"type, like"
船,chuán,船,3,"boat, ship"
花,huā,花,3,flower
草,cǎo,草,3,grass
萬,wàn,万,3,[num.] ten thousand
蕉,jiāo,蕉,3,banana
藍,lán,蓝,3,blue
行,háng,行,3,line; occupation; business firm
行,xíng,行,3,"to wark; okay, alright"
街,jiē,街,3,street
衫,shān,衫,3,shirt
被,bèi,被,3,to cover; quilt
裙,qún,裙,3,skirt
複,fù,复,3,lined clothes; to repeat; duplicate
褲,kù,裤,3,pants
襯,chèn,衬,3,"(garment) against the skin, to line; to contrast with"
角,jiǎo,角,3,horn; angle
角,jué,角,3,<ancient wine vessel>; role; to compete
解,jiě,解,3,to untie; to explain
記,jì,记,3,remember; record
註,zhù,注,3,to register; to note
詞,cí,词,3,word
該,gāi,该,3,"should, ought to"
調,tiáo,调,3,to adjust
講,jiǎng,讲,3,to speak
議,yì,议,3,to discuss
護,hù,护,3,to protect
變,biàn,变,3,change; to change
賽,sài,赛,3,"contest, race"
超,chāo,超,3,to surpass
越,yuè,越,3,"to cross, exceed"
趣,qù,趣,3,"interest, fun"
跟,gēn,跟,3,to follow
較,jiào,较,3,to compare
輕,qīng,轻,3,light (weight)
輛,liàng,辆,3,vehicle
辦,bàn,办,3,to manage; to do
迎,yíng,迎,3,to greet
週,zhōu,周,3,week
遇,yù,遇,3,to encounter
遲,chí,迟,3,late
選,xuǎn,选,3,to choose
郵,yóu,邮,3,to mail
鄰,lín,邻,3,neighbor
酒,jiǔ,酒,3,"wine, alcohol"
重,chóng,重,3,"to repeat, to overlap; again"
重,zhòng,重,3,heavy
銀,yín,银,3,silver
鍊,liàn,炼,3,to refine
鍛,duàn,锻,3,to forge
鐵,tiě,铁,3,iron
闆,bǎn,板,3,{bound} boss
阿,ā,阿,3,<pref. (to names of people to form terms of endearment)>
附,fù,附,3,to attach
除,chú,除,3,to remove
陽,yáng,阳,3,sun
隻,zhī,只,3,"only, single; [m.w. (for small animals)]"
雙,shuāng,双,3,"double, pair"
難,nán,难,3,difficult
難,nàn,难,3,"disaster, distress"
需,xū,需,3,to need; necessity
靜,jìng,静,3,quiet
鞋,xié,鞋,3,shoes
鞦,qiū,秋,3,"{bound} swing, hanging seat"
音,yīn,音,3,sound
響,xiǎng,响,3,"sound, echo; to make a sound; loud"
須,xū,须,3,"must, need"
頭,tóu,头,3,head
願,yuàn,愿,3,"wish, hope; to be willing; pledge"
顧,gù,顾,3,"to turn around and look, to look after"
風,fēng,风,3,wind
颳,guā,刮,3,(wind) to blow
飲,yǐn,饮,3,to drink
飽,bǎo,饱,3,full (from eating)
餓,è,饿,3,hungry
香,xiāng,香,3,fragrant
馬,mǎ,马,3,horse
騎,qí,骑,3,ride (a horse)
髮,fà,发,3,hair
鬚,xū,须,3,"beard, mustache"
鮮,xiān,鲜,3,fresh; delicious
鳥,niǎo,鸟,3,bird
黃,huáng,黄,3,<color> yellow
鼻,bí,鼻,3,nose
丟,diū,丢,4,"to lose, to throw away"
並,bìng,并,4,and
之,zhī,之,4,{archaic} <structrual p.> of
乒,pīng,乒,4,[ono.] sound of clashing
乓,pāng,乓,4,[ono.] sound of clashing
乘,chéng,乘,4,to ride
亂,luàn,乱,4,disorder; confusion; to throw into disorder
互,hù,互,4,mutually
亞,yà,亚,4,inferior; second; {transliteration} (short for) Asia
交,jiāo,交,4,to exchange; to intersect
仍,réng,仍,4,"still, yet"
仔,zǎi,仔,4,young animal
仔,zǐ,仔,4,{bound} careful
付,fù,付,4,to pay; to deliver
任,rèn,任,4,to assign; responsibility
份,fèn,份,4,"portion, share"
伙,huǒ,伙,4,"partner, group"
估,gū,估,4,"to estimate, to guess"
低,dī,低,4,low
佔,zhàn,占,4,"to occupy, to take up"
何,hé,何,4,"{classical} [interrogative p.] what, why"
併,bìng,并,4,"to combine, to merge"
使,shǐ,使,4,to use; envoy
例,lì,例,4,"example, case"
供,gòng,供,4,offerings; to confess
供,gōng,供,4,"to provide, to offer"
保,bǎo,保,4,to protect
修,xiū,修,4,to decorate; to repair; to study; long
倆,liǎ,俩,4,"{colloquial} [suf. (for plurality, two)] two"
倍,bèi,倍,4,times (multiplier)
倒,dào,倒,4,to pour; reverse
倖,xìng,幸,4,favour; fortunate
值,zhí,值,4,to be worth; value
停,tíng,停,4,to stop
偶,ǒu,偶,4,"idol, image; even (number); mate, pair; by chance, accidentally"
傅,fù,傅,4,"tutor, instructor"
傲,ào,傲,4,"proud, arrogant"
傳,chuán,传,4,"pass on, transmit"
傳,zhuàn,传,4,"biography, record"
傷,shāng,伤,4,"injure, wound"
僅,jǐn,仅,4,"only, merely"
價,jià,价,4,"price, value"
儘,jǐn,尽,4,as much as possible
優,yōu,优,4,excellent; superior
允,yǔn,允,4,to permit
光,guāng,光,4,light
克,kè,克,4,to be able to; [unit of weight]  gram
免,miǎn,免,4,"to exempt, to avoid"
入,rù,入,4,to enter
內,nèi,内,4,inside
全,quán,全,4,"whole, entire; complete"
具,jù,具,4,"to possess, to have; tool, device"
刀,dāo,刀,4,<tool> knife
切,qiè,切,4,"must; close to; urgent, eager"
切,qiē,切,4,to cut
划,huá,划,4,to row
列,liè,列,4,"row, rank; to list"
判,pàn,判,4,"to judge, to decide"
利,lì,利,4,"benefit, profit; to benefit"
則,zé,则,4,"rule, law; then; while (contrast)"
剋,kè,克,4,to overcome; to subdue
剩,shèng,剩,4,"to remain, to be left"
劃,huá,划,4,"to row, to paddle"
劃,huà,划,4,to plan; to mark
劇,jù,剧,4,"dramatic, acute; drama, play"
功,gōng,功,4,achievement
勇,yǒng,勇,4,brave
勵,lì,励,4,"to encourage, to urge"
勺,sháo,勺,4,[tool] spoon
匙,chí,匙,4,{archaic} [tool] spoon
區,qū,区,4,"area, region; small"
博,bó,博,4,"broad, extensive"
占,zhàn,占,4,to divine
卦,guà,卦,4,divination symbol
印,yìn,印,4,"stamp, seal; to engrave; to print"
危,wēi,危,4,"danger, high"
即,jí,即,4,then; immediately; namely
卻,què,却,4,"however, but; to go back; to decline"
厚,hòu,厚,4,thick; generous
原,yuán,原,4,"origin, raw; former; open country, plain"
厭,yàn,厌,4,"to dislike, to detest"
厲,lì,厉,4,"strict, severe"
及,jí,及,4,and; reach
反,fǎn,反,4,opposite
取,qǔ,取,4,"to take, to obtain"
受,shòu,受,4,to receive
另,lìng,另,4,"other, another"
各,gè,各,4,"each, every"
合,hé,合,4,to combine; to fit
